Date,N Hot Pixel,meanTI,maxTI,maxDist,maxDist Summit,N Hot Pixel Summit,N Cluster
17-Aug-2021 15:07:23,35,1.13911142857143,1.8502,300.665927567458,300.665927567458,35,3
22-Aug-2021 15:07:25,52,0.820030769230769,1.64,3050.04917993137,305.941170815567,50,3
27-Aug-2021 15:07:21,0,NaN,NaN,NaN,NaN,0,0
01-Sep-2021 15:07:24,1,0.8695,0.8695,268.328157299975,268.328157299975,1,1
06-Sep-2021 15:07:19,0,NaN,NaN,NaN,NaN,0,0
11-Sep-2021 15:07:23,9,0.668533333333333,0.9053,263.058928759318,263.058928759318,9,2
16-Sep-2021 15:07:19,0,NaN,NaN,NaN,NaN,0,0
21-Sep-2021 15:07:26,0,NaN,NaN,NaN,NaN,0,0
26-Sep-2021 15:07:21,0,NaN,NaN,NaN,NaN,0,0
01-Oct-2021 15:07:27,0,NaN,NaN,NaN,NaN,0,0
06-Oct-2021 15:07:23,0,NaN,NaN,NaN,NaN,0,0
11-Oct-2021 15:07:28,26,0.731769230769231,1.3923,291.204395571221,291.204395571221,26,5
16-Oct-2021 15:07:24,29,0.619189655172414,1.4404,291.204395571221,291.204395571221,29,3
21-Oct-2021 15:07:28,44,0.595788636363636,0.8945,291.204395571221,291.204395571221,44,4
26-Oct-2021 15:07:24,60,0.689486666666667,1.3895,291.204395571221,291.204395571221,60,1
31-Oct-2021 15:07:27,0,NaN,NaN,NaN,NaN,0,0
05-Nov-2021 15:07:23,44,0.745625,1.3845,282.842712474619,282.842712474619,44,4
10-Nov-2021 15:07:25,0,NaN,NaN,NaN,NaN,0,0
15-Nov-2021 15:07:21,0,NaN,NaN,NaN,NaN,0,0
20-Nov-2021 15:07:23,0,NaN,NaN,NaN,NaN,0,0
25-Nov-2021 15:07:18,0,NaN,NaN,NaN,NaN,0,0
30-Nov-2021 15:07:23,45,1.0388,1.8428,266.833281282527,266.833281282527,45,1
05-Dec-2021 15:07:18,0,NaN,NaN,NaN,NaN,0,0
10-Dec-2021 15:07:22,7,0.992885714285714,1.184,196.977156035922,196.977156035922,7,2
15-Dec-2021 15:07:17,0,NaN,NaN,NaN,NaN,0,0
20-Dec-2021 15:07:24,0,NaN,NaN,NaN,NaN,0,0
30-Dec-2021 15:07:25,0,NaN,NaN,NaN,NaN,0,0
04-Jan-2022 15:07:19,29,0.613765517241379,1.0097,260.768096208106,260.768096208106,29,3
09-Jan-2022 15:07:24,0,NaN,NaN,NaN,NaN,0,0
14-Jan-2022 15:07:19,0,NaN,NaN,NaN,NaN,0,0
19-Jan-2022 15:07:23,0,NaN,NaN,NaN,NaN,0,0
24-Jan-2022 15:07:17,0,NaN,NaN,NaN,NaN,0,0
29-Jan-2022 15:07:23,0,NaN,NaN,NaN,NaN,0,0
03-Feb-2022 15:07:17,4,1.336025,1.548,189.736659610103,189.736659610103,4,1
08-Feb-2022 15:07:22,0,NaN,NaN,NaN,NaN,0,0
13-Feb-2022 15:07:17,0,NaN,NaN,NaN,NaN,0,0
18-Feb-2022 15:07:24,5,1.84772,2.2567,196.977156035922,196.977156035922,5,2
23-Feb-2022 15:07:18,12,1.55545833333333,1.8602,170.880074906351,170.880074906351,12,2
28-Feb-2022 15:07:26,0,NaN,NaN,NaN,NaN,0,0
05-Mar-2022 15:07:20,0,NaN,NaN,NaN,NaN,0,0
10-Mar-2022 15:07:27,9,1.40662222222222,1.6891,220.907220343745,220.907220343745,9,1
15-Mar-2022 15:07:21,4,1.058525,1.1211,240.831891575846,240.831891575846,4,1
20-Mar-2022 15:07:26,0,NaN,NaN,NaN,NaN,0,0
25-Mar-2022 15:07:20,58,1.46210862068966,2.6103,266.833281282527,266.833281282527,58,1
30-Mar-2022 15:07:25,55,1.92312545454545,2.7274,260.768096208106,260.768096208106,55,3
04-Apr-2022 15:07:20,0,NaN,NaN,NaN,NaN,0,0
09-Apr-2022 15:07:24,0,NaN,NaN,NaN,NaN,0,0
14-Apr-2022 15:07:19,79,1.33974050632911,1.9676,304.630924234556,304.630924234556,79,1
19-Apr-2022 15:07:27,68,1.5097,2.2251,272.029410174709,272.029410174709,68,1
24-Apr-2022 15:07:17,19,1.11932105263158,1.3712,200.997512422418,200.997512422418,19,2
29-Apr-2022 15:07:28,31,1.22620967741935,1.7335,278.567765543682,278.567765543682,31,3
04-May-2022 15:07:18,92,1.07342065217391,2.0399,282.842712474619,282.842712474619,92,1
09-May-2022 15:07:27,90,1.36051444444444,2.0583,297.32137494637,297.32137494637,90,1
14-May-2022 15:07:22,62,1.48376129032258,2.4174,282.842712474619,282.842712474619,62,2
19-May-2022 15:07:29,0,NaN,NaN,NaN,NaN,0,0
24-May-2022 15:07:23,58,1.54961896551724,2.4457,286.356421265527,286.356421265527,58,2
29-May-2022 15:07:31,31,0.54381935483871,0.7787,260,260,31,1
08-Jun-2022 15:07:32,66,1.74337272727273,3.0005,282.842712474619,282.842712474619,66,1
13-Jun-2022 15:07:26,48,1.26045208333333,2.2124,280.713376952364,280.713376952364,48,2
18-Jun-2022 15:07:34,49,1.65836734693878,2.3724,252.98221281347,252.98221281347,49,1
23-Jun-2022 15:07:28,30,1.61598,2.7178,241.660919471891,241.660919471891,30,1
28-Jun-2022 15:07:36,54,1.313,2.7177,260,260,54,1
03-Jul-2022 15:07:28,58,1.40086206896552,2.7589,316.227766016838,316.227766016838,58,2
08-Jul-2022 15:07:36,34,1.80565294117647,2.4816,286.356421265527,286.356421265527,34,2
13-Jul-2022 15:07:27,4,1.3905,1.4798,252.98221281347,252.98221281347,4,1
18-Jul-2022 15:07:35,58,2.14376724137931,2.635,266.833281282527,266.833281282527,58,2
23-Jul-2022 15:07:28,48,1.33461666666667,2.1181,263.058928759318,263.058928759318,48,2
28-Jul-2022 15:07:32,69,1.28553188405797,2.1986,316.227766016838,316.227766016838,69,1
02-Aug-2022 15:07:28,35,1.58748285714286,2.3928,260,260,35,2
07-Aug-2022 15:07:34,5,0.96996,1.1382,203.960780543711,203.960780543711,5,1
12-Aug-2022 15:07:26,31,1.04498387096774,1.9276,286.356421265527,286.356421265527,31,2
17-Aug-2022 15:07:35,30,0.518823333333333,0.6819,297.32137494637,297.32137494637,30,4
22-Aug-2022 15:07:24,51,1.00382549019608,1.9341,282.842712474619,282.842712474619,51,2
27-Aug-2022 15:07:35,42,1.37101904761905,2.1013,243.310501211929,243.310501211929,42,1
01-Sep-2022 15:07:25,44,1.37884090909091,2.2292,310.4834939252,310.4834939252,44,2
06-Sep-2022 15:07:34,39,0.919069230769231,1.6875,310.4834939252,310.4834939252,39,3
11-Sep-2022 15:07:25,49,0.845957142857143,1.3466,310.4834939252,310.4834939252,49,2
16-Sep-2022 15:07:32,38,0.907023684210526,1.6248,329.848450049413,329.848450049413,38,6
21-Sep-2022 15:07:24,65,0.872561538461538,1.8051,316.227766016838,316.227766016838,65,2
26-Sep-2022 15:07:30,73,0.837734246575342,1.9153,329.848450049413,329.848450049413,73,3
01-Oct-2022 15:07:22,64,1.069065625,1.784,282.842712474619,282.842712474619,64,1
06-Oct-2022 15:07:30,57,1.02223684210526,1.786,297.32137494637,297.32137494637,57,2
11-Oct-2022 15:07:21,59,0.823391525423729,1.2601,297.32137494637,297.32137494637,59,2
16-Oct-2022 15:07:26,8,0.815825,1.2762,241.660919471891,241.660919471891,8,1
21-Oct-2022 15:07:22,46,0.893434782608696,1.552,280.713376952364,280.713376952364,46,2
26-Oct-2022 15:07:26,30,1.04747666666667,1.5723,241.660919471891,241.660919471891,30,3
31-Oct-2022 15:07:21,56,0.835248214285714,1.4897,280.713376952364,280.713376952364,56,2
05-Nov-2022 15:07:27,34,0.852285294117647,1.2327,260,260,34,3
10-Nov-2022 15:07:22,36,0.750833333333333,1.3073,310.4834939252,310.4834939252,36,3
15-Nov-2022 15:07:25,9,0.604788888888889,0.6985,310.4834939252,310.4834939252,9,3
20-Nov-2022 15:07:23,35,0.7101,1.1118,310.4834939252,310.4834939252,35,3
25-Nov-2022 15:07:22,5,0.61478,0.6714,241.660919471891,241.660919471891,5,1
30-Nov-2022 15:07:21,30,0.583253333333333,0.804,278.567765543682,278.567765543682,30,5
05-Dec-2022 15:07:23,0,NaN,NaN,NaN,NaN,0,0
10-Dec-2022 15:07:20,0,NaN,NaN,NaN,NaN,0,0
15-Dec-2022 15:07:23,0,NaN,NaN,NaN,NaN,0,0
20-Dec-2022 15:07:22,0,NaN,NaN,NaN,NaN,0,0
25-Dec-2022 15:07:21,13,0.753938461538462,0.8609,291.204395571221,291.204395571221,13,2
30-Dec-2022 15:07:22,0,NaN,NaN,NaN,NaN,0,0
04-Jan-2023 15:07:22,11,0.820654545454545,0.9936,184.390889145858,184.390889145858,11,3
09-Jan-2023 15:07:19,0,NaN,NaN,NaN,NaN,0,0
14-Jan-2023 15:07:20,50,0.888626,1.4576,310.4834939252,310.4834939252,50,4
19-Jan-2023 15:07:20,0,NaN,NaN,NaN,NaN,0,0
24-Jan-2023 15:07:20,0,NaN,NaN,NaN,NaN,0,0
29-Jan-2023 15:07:20,0,NaN,NaN,NaN,NaN,0,0
03-Feb-2023 15:07:22,0,NaN,NaN,NaN,NaN,0,0
08-Feb-2023 15:07:21,0,NaN,NaN,NaN,NaN,0,0
13-Feb-2023 15:07:17,0,NaN,NaN,NaN,NaN,0,0
18-Feb-2023 15:07:22,28,0.808146428571429,1.1642,247.38633753706,247.38633753706,28,2
23-Feb-2023 15:07:20,0,NaN,NaN,NaN,NaN,0,0
28-Feb-2023 15:07:24,15,0.868513333333333,1.2091,310.4834939252,310.4834939252,15,4
05-Mar-2023 15:07:19,9,1.16925555555556,1.6355,300.665927567458,300.665927567458,9,2
10-Mar-2023 15:07:27,0,NaN,NaN,NaN,NaN,0,0
15-Mar-2023 15:07:20,0,NaN,NaN,NaN,NaN,0,0
20-Mar-2023 15:07:26,0,NaN,NaN,NaN,NaN,0,0
25-Mar-2023 15:07:21,0,NaN,NaN,NaN,NaN,0,0
30-Mar-2023 15:07:26,0,NaN,NaN,NaN,NaN,0,0
04-Apr-2023 15:07:22,11,0.472690909090909,0.6281,228.035085019828,228.035085019828,11,2
09-Apr-2023 15:07:25,18,1.06497222222222,1.5591,304.630924234556,304.630924234556,18,5
14-Apr-2023 15:07:23,17,0.695464705882353,1.2051,304.630924234556,304.630924234556,17,5
19-Apr-2023 15:07:25,36,0.774836111111111,1.0733,297.32137494637,297.32137494637,36,4
24-Apr-2023 15:07:22,44,0.786529545454545,1.4899,291.204395571221,291.204395571221,44,1
29-Apr-2023 15:07:25,40,0.72539,1.1236,297.32137494637,297.32137494637,40,5
04-May-2023 15:07:23,10,0.55376,0.753,101.980390271856,101.980390271856,10,2
09-May-2023 15:07:26,0,NaN,NaN,NaN,NaN,0,0
14-May-2023 15:07:23,7,0.558842857142857,0.6708,310.4834939252,310.4834939252,7,4
19-May-2023 15:07:28,35,0.825397142857143,1.82,310.4834939252,310.4834939252,35,7
24-May-2023 15:07:26,36,1.03644722222222,2.2701,310.4834939252,310.4834939252,36,5
29-May-2023 15:07:27,0,NaN,NaN,NaN,NaN,0,0
03-Jun-2023 15:07:27,46,0.988789130434783,1.9749,310.4834939252,310.4834939252,46,5
08-Jun-2023 15:07:28,44,0.919188636363636,1.8911,316.227766016838,316.227766016838,44,5
13-Jun-2023 15:07:27,32,1.19095625,2.1113,310.4834939252,310.4834939252,32,5
18-Jun-2023 15:07:27,29,0.983289655172414,1.5975,310.4834939252,310.4834939252,29,4
23-Jun-2023 15:07:26,42,0.999785714285715,2.094,305.941170815567,305.941170815567,42,4
28-Jun-2023 15:07:28,32,0.9425,2.472,310.4834939252,310.4834939252,32,5
03-Jul-2023 15:07:28,25,0.801108,1.9829,310.4834939252,310.4834939252,25,4
08-Jul-2023 15:07:28,22,0.843854545454546,1.4386,310.4834939252,310.4834939252,22,4
13-Jul-2023 15:07:28,25,1.019988,2.021,297.32137494637,297.32137494637,25,3
18-Jul-2023 15:07:29,23,0.744513043478261,1.659,310.4834939252,310.4834939252,23,6
23-Jul-2023 15:07:27,24,0.782370833333333,1.1874,310.4834939252,310.4834939252,24,5
28-Jul-2023 15:07:29,18,1.01376111111111,2.0179,297.32137494637,297.32137494637,18,7
02-Aug-2023 15:07:28,0,NaN,NaN,NaN,NaN,0,0
07-Aug-2023 15:07:28,29,0.942986206896552,2.0614,310.4834939252,310.4834939252,29,5
12-Aug-2023 15:07:28,6,0.58585,0.7996,260,260,6,4
22-Aug-2023 15:07:29,25,0.76902,0.9817,297.32137494637,297.32137494637,25,7
27-Aug-2023 15:07:27,29,0.7908,1.1936,305.941170815567,305.941170815567,29,6
01-Sep-2023 15:07:28,34,0.979023529411765,1.6872,297.32137494637,297.32137494637,34,7
06-Sep-2023 15:07:27,0,NaN,NaN,NaN,NaN,0,0
11-Sep-2023 15:07:28,21,0.979780952380952,1.449,268.328157299975,268.328157299975,21,4
16-Sep-2023 15:07:26,30,0.940536666666667,1.5858,291.204395571221,291.204395571221,30,3
21-Sep-2023 15:07:24,27,0.869725925925926,1.2392,302.654919008431,302.654919008431,27,3
26-Sep-2023 15:07:26,0,NaN,NaN,NaN,NaN,0,0
01-Oct-2023 15:07:25,0,NaN,NaN,NaN,NaN,0,0
06-Oct-2023 15:07:23,58,0.793953448275862,1.2253,316.227766016838,316.227766016838,58,3
11-Oct-2023 15:07:21,40,0.7259,1.1609,300.665927567458,300.665927567458,40,4
16-Oct-2023 15:07:25,19,0.742089473684211,0.9388,300.665927567458,300.665927567458,19,5
21-Oct-2023 15:07:23,0,NaN,NaN,NaN,NaN,0,0
26-Oct-2023 15:07:24,19,0.706863157894737,1.0575,280.713376952364,280.713376952364,19,5
31-Oct-2023 15:07:22,17,0.712347058823529,1.0248,280.713376952364,280.713376952364,17,5
05-Nov-2023 15:07:26,0,NaN,NaN,NaN,NaN,0,0
10-Nov-2023 15:07:22,0,NaN,NaN,NaN,NaN,0,0
15-Nov-2023 15:07:22,0,NaN,NaN,NaN,NaN,0,0
20-Nov-2023 15:07:20,16,0.6858125,0.9518,260,260,16,4
25-Nov-2023 15:07:19,0,NaN,NaN,NaN,NaN,0,0
30-Nov-2023 15:07:14,0,NaN,NaN,NaN,NaN,0,0
05-Dec-2023 15:07:20,33,0.857027272727273,1.1282,228.035085019828,228.035085019828,33,5
10-Dec-2023 15:07:18,0,NaN,NaN,NaN,NaN,0,0
15-Dec-2023 15:07:22,0,NaN,NaN,NaN,NaN,0,0
20-Dec-2023 15:07:19,0,NaN,NaN,NaN,NaN,0,0
30-Dec-2023 15:07:20,0,NaN,NaN,NaN,NaN,0,0
04-Jan-2024 15:07:23,0,NaN,NaN,NaN,NaN,0,0
09-Jan-2024 15:07:18,36,1.22494722222222,1.9416,302.654919008431,302.654919008431,36,3
14-Jan-2024 15:07:21,0,NaN,NaN,NaN,NaN,0,0
19-Jan-2024 15:07:14,8,1.1680125,1.351,250.599281722833,250.599281722833,8,1
24-Jan-2024 15:07:22,0,NaN,NaN,NaN,NaN,0,0
29-Jan-2024 15:07:18,0,NaN,NaN,NaN,NaN,0,0
03-Feb-2024 15:07:21,0,NaN,NaN,NaN,NaN,0,0
08-Feb-2024 15:07:19,0,NaN,NaN,NaN,NaN,0,0
13-Feb-2024 15:07:24,0,NaN,NaN,NaN,NaN,0,0
18-Feb-2024 15:07:21,0,NaN,NaN,NaN,NaN,0,0
23-Feb-2024 15:07:23,15,0.766166666666667,1.0652,282.842712474619,282.842712474619,15,3
28-Feb-2024 15:07:23,0,NaN,NaN,NaN,NaN,0,0
04-Mar-2024 15:07:19,11,1.50316363636364,1.8923,233.238075793812,233.238075793812,11,3
09-Mar-2024 15:07:23,0,NaN,NaN,NaN,NaN,0,0
14-Mar-2024 15:07:21,0,NaN,NaN,NaN,NaN,0,0
19-Mar-2024 15:07:24,0,NaN,NaN,NaN,NaN,0,0
24-Mar-2024 15:07:23,16,1.20779375,2.06,305.941170815567,305.941170815567,16,3
